"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2007","Latvia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","58.43",""
"2007","Latvia","Government sector","Million euro","30.463",""
"2007","Latvia","Government sector","Euro per inhabitant","13.8",""
"2007","Latvia","Government sector","Million units of national currency","30.347",""
"2007","Latvia","Government sector","Million purchasing power standards (PPS)","44.167",""
"2007","Latvia","Government sector","Million purchasing power standards (PPS) at 2005 prices","43.537",""
"2007","Latvia","Higher education sector","Million euro","54.244",""
"2007","Latvia","Higher education sector","Euro per inhabitant","24.6",""
"2007","Latvia","Higher education sector","Million units of national currency","54.038",""
"2007","Latvia","Higher education sector","Million purchasing power standards (PPS)","78.646",""
"2007","Latvia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","77.525",""
"2007","Latvia","Private non-profit sector","Million euro",":",""
"2007","Latvia","Private non-profit sector","Euro per inhabitant",":",""
"2007","Latvia","Private non-profit sector","Million units of national currency",":",""
"2007","Latvia","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2007","Latvia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2007","Lithuania","All sectors","Million euro","232.594",""
"2007","Lithuania","All sectors","Euro per inhabitant","71.6",""
"2007","Lithuania","All sectors","Million units of national currency","232.594",""
"2007","Lithuania","All sectors","Million purchasing power standards (PPS)","407.345",""
"2007","Lithuania","All sectors","Million purchasing power standards (PPS) at 2005 prices","391.92",""
"2007","Lithuania","Business enterprise sector","Million euro","66.352",""
"2007","Lithuania","Business enterprise sector","Euro per inhabitant","20.4",""
"2007","Lithuania","Business enterprise sector","Million units of national currency","66.352",""
"2007","Lithuania","Business enterprise sector","Million purchasing power standards (PPS)","116.203",""
"2007","Lithuania","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","111.803",""
"2007","Lithuania","Government sector","Million euro","48.482",""
"2007","Lithuania","Government sector","Euro per inhabitant","14.9",""
"2007","Lithuania","Government sector","Million units of national currency","48.482",""
"2007","Lithuania","Government sector","Million purchasing power standards (PPS)","84.908",""
"2007","Lithuania","Government sector","Million purchasing power standards (PPS) at 2005 prices","81.693",""
"2007","Lithuania","Higher education sector","Million euro","117.76",""
"2007","Lithuania","Higher education sector","Euro per inhabitant","36.2",""
"2007","Lithuania","Higher education sector","Million units of national currency","117.76",""
"2007","Lithuania","Higher education sector","Million purchasing power standards (PPS)","206.234",""
"2007","Lithuania","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","198.425",""
"2007","Lithuania","Private non-profit sector","Million euro",":",""
"2007","Lithuania","Private non-profit sector","Euro per inhabitant",":",""
"2007","Lithuania","Private non-profit sector","Million units of national currency",":",""
"2007","Lithuania","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2007","Lithuania","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2007","Luxembourg","All sectors","Million euro","591.6","e"
"2007","Luxembourg","All sectors","Euro per inhabitant","1 242.4","e"
"2007","Luxembourg","All sectors","Million units of national currency","591.6","e"
"2007","Luxembourg","All sectors","Million purchasing power standards (PPS)","528.734","e"
"2007","Luxembourg","All sectors","Million purchasing power standards (PPS) at 2005 prices","489.002","e"
"2007","Luxembourg","Business enterprise sector","Million euro","495",""
"2007","Luxembourg","Business enterprise sector","Euro per inhabitant","1 039.5",""
"2007","Luxembourg","Business enterprise sector","Million units of national currency","495",""
"2007","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS)","442.399",""
"2007","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","409.154",""
"2007","Luxembourg","Government sector","Million euro","79",""
"2007","Luxembourg","Government sector","Euro per inhabitant","165.9",""
"2007","Luxembourg","Government sector","Million units of national currency","79",""
"2007","Luxembourg","Government sector","Million purchasing power standards (PPS)","70.605",""
"2007","Luxembourg","Government sector","Million purchasing power standards (PPS) at 2005 prices","65.299",""
"2007","Luxembourg","Higher education sector","Million euro","17.6","e"
"2007","Luxembourg","Higher education sector","Euro per inhabitant","37","e"
"2007","Luxembourg","Higher education sector","Million units of national currency","17.6","e"
"2007","Luxembourg","Higher education sector","Million purchasing power standards (PPS)","15.73","e"
"2007","Luxembourg","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","14.548","e"
"2007","Luxembourg","Private non-profit sector","Million euro",":",""
"2007","Luxembourg","Private non-profit sector","Euro per inhabitant",":",""
"2007","Luxembourg","Private non-profit sector","Million units of national currency",":",""
"2007","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2007","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2007","Hungary","All sectors","Million euro","977.493",""
"2007","Hungary","All sectors","Euro per inhabitant","97.1",""
"2007","Hungary","All sectors","Million units of national currency","245 692.8",""
"2007","Hungary","All sectors","Million purchasing power standards (PPS)","1 509.114",""
"2007","Hungary","All sectors","Million purchasing power standards (PPS) at 2005 prices","1 462.421",""
"2007","Hungary","Business enterprise sector","Million euro","492.021","d"
"2007","Hungary","Business enterprise sector","Euro per inhabitant","48.9","d"
"2007","Hungary","Business enterprise sector","Million units of national currency","123 669.4","d"
"2007","Hungary","Business enterprise sector","Million purchasing power standards (PPS)","759.612","d"
"2007","Hungary","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","736.109","d"
"2007","Hungary","Government sector","Million euro","236.072","d"
"2007","Hungary","Government sector","Euro per inhabitant","23.5","d"
"2007","Hungary","Government sector","Million units of national currency","59 336.6","d"
"2007","Hungary","Government sector","Million purchasing power standards (PPS)","364.462","d"
"2007","Hungary","Government sector","Million purchasing power standards (PPS) at 2005 prices","353.185","d"
"2007","Hungary","Higher education sector","Million euro","228.227","d"
"2007","Hungary","Higher education sector","Euro per inhabitant","22.7","d"
"2007","Hungary","Higher education sector","Million units of national currency","57 364.9","d"
"2007","Hungary","Higher education sector","Million purchasing power standards (PPS)","352.351","d"
"2007","Hungary","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","341.449","d"
"2007","Hungary","Private non-profit sector","Million euro",":",""
"2007","Hungary","Private non-profit sector","Euro per inhabitant",":",""
"2007","Hungary","Private non-profit sector","Million units of national currency",":",""
"2007","Hungary","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2007","Hungary","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2007","Malta","All sectors","Million euro","31.58",""
"2007","Malta","All sectors","Euro per inhabitant","77.9",""
"2007","Malta","All sectors","Million units of national currency","31.58",""
"2007","Malta","All sectors","Million purchasing power standards (PPS)","45.775",""
"2007","Malta","All sectors","Million purchasing power standards (PPS) at 2005 prices","44.372",""
"2007","Malta","Business enterprise sector","Million euro","20.902",""
"2007","Malta","Business enterprise sector","Euro per inhabitant","51.5",""
"2007","Malta","Business enterprise sector","Million units of national currency","20.902",""
"2007","Malta","Business enterprise sector","Million purchasing power standards (PPS)","30.297",""
"2007","Malta","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","29.369",""
"2007","Malta","Government sector","Million euro","0.581",""
"2007","Malta","Government sector","Euro per inhabitant","1.4",""
"2007","Malta","Government sector","Million units of national currency","0.581",""
"2007","Malta","Government sector","Million purchasing power standards (PPS)","0.842",""
