"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2008","Czech Republic","Transport, telecommunication and other infrastructures","Million euro","32.206",""
"2008","Czech Republic","Transport, telecommunication and other infrastructures","Euro per inhabitant","3.1",""
"2008","Czech Republic","Transport, telecommunication and other infrastructures","Million units of national currency","803.42",""
"2008","Czech Republic","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","45.627",""
"2008","Czech Republic","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","44.072",""
"2008","Czech Republic","Energy","Million euro","24.766",""
"2008","Czech Republic","Energy","Euro per inhabitant","2.4",""
"2008","Czech Republic","Energy","Million units of national currency","617.818",""
"2008","Czech Republic","Energy","Million purchasing power standards (PPS)","35.087",""
"2008","Czech Republic","Energy","Million purchasing power standards (PPS) at 2005 prices","33.891",""
"2008","Czech Republic","Industrial production and technology","Million euro","108",""
"2008","Czech Republic","Industrial production and technology","Euro per inhabitant","10.4",""
"2008","Czech Republic","Industrial production and technology","Million units of national currency","2 694.174",""
"2008","Czech Republic","Industrial production and technology","Million purchasing power standards (PPS)","153.005",""
"2008","Czech Republic","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","147.791",""
"2008","Czech Republic","Health","Million euro","46.666",""
"2008","Czech Republic","Health","Euro per inhabitant","4.5",""
"2008","Czech Republic","Health","Million units of national currency","1 164.141",""
"2008","Czech Republic","Health","Million purchasing power standards (PPS)","66.113",""
"2008","Czech Republic","Health","Million purchasing power standards (PPS) at 2005 prices","63.86",""
"2008","Czech Republic","Agriculture","Million euro","43.407",""
"2008","Czech Republic","Agriculture","Euro per inhabitant","4.2",""
"2008","Czech Republic","Agriculture","Million units of national currency","1 082.826",""
"2008","Czech Republic","Agriculture","Million purchasing power standards (PPS)","61.495",""
"2008","Czech Republic","Agriculture","Million purchasing power standards (PPS) at 2005 prices","59.399",""
"2008","Czech Republic","Education","Million euro","4.713",""
"2008","Czech Republic","Education","Euro per inhabitant","0.5",""
"2008","Czech Republic","Education","Million units of national currency","117.577",""
"2008","Czech Republic","Education","Million purchasing power standards (PPS)","6.677",""
"2008","Czech Republic","Education","Million purchasing power standards (PPS) at 2005 prices","6.45",""
"2008","Czech Republic","Culture, recreation, religion and mass media","Million euro","6.271",""
"2008","Czech Republic","Culture, recreation, religion and mass media","Euro per inhabitant","0.6",""
"2008","Czech Republic","Culture, recreation, religion and mass media","Million units of national currency","156.435",""
"2008","Czech Republic","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","8.884",""
"2008","Czech Republic","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","8.581",""
"2008","Czech Republic","Political and social systems, structures and processes","Million euro","9.609",""
"2008","Czech Republic","Political and social systems, structures and processes","Euro per inhabitant","0.9",""
"2008","Czech Republic","Political and social systems, structures and processes","Million units of national currency","239.698",""
"2008","Czech Republic","Political and social systems, structures and processes","Million purchasing power standards (PPS)","13.613",""
"2008","Czech Republic","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","13.149",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","166.104",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","16.1",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","4 143.619",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","235.321",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","227.301",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","305.691",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","29.6",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","7 625.769",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","433.076",""
"2008","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","418.317",""
"2008","Czech Republic","Defence","Million euro","19.644",""
"2008","Czech Republic","Defence","Euro per inhabitant","1.9",""
"2008","Czech Republic","Defence","Million units of national currency","490.041",""
"2008","Czech Republic","Defence","Million purchasing power standards (PPS)","27.83",""
"2008","Czech Republic","Defence","Million purchasing power standards (PPS) at 2005 prices","26.882",""
"2008","Czech Republic","Total civil R&D appropriations","Million euro","801.713",""
"2008","Czech Republic","Total civil R&D appropriations","Euro per inhabitant","77.5",""
"2008","Czech Republic","Total civil R&D appropriations","Million units of national currency","19 999.533",""
"2008","Czech Republic","Total civil R&D appropriations","Million purchasing power standards (PPS)","1 135.795",""
"2008","Czech Republic","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 097.089",""
"2008","Czech Republic","Total R&D appropriations","Million euro","821.357",""
"2008","Czech Republic","Total R&D appropriations","Euro per inhabitant","79.4",""
"2008","Czech Republic","Total R&D appropriations","Million units of national currency","20 489.574",""
"2008","Czech Republic","Total R&D appropriations","Million purchasing power standards (PPS)","1 163.625",""
"2008","Czech Republic","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 123.971",""
"2008","Denmark","Exploration and exploitation of the earth","Million euro","8.879",""
"2008","Denmark","Exploration and exploitation of the earth","Euro per inhabitant","1.6",""
"2008","Denmark","Exploration and exploitation of the earth","Million units of national currency","66.2",""
"2008","Denmark","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","6.586",""
"2008","Denmark","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","6.029",""
"2008","Denmark","Environment","Million euro","49.651",""
"2008","Denmark","Environment","Euro per inhabitant","9.1",""
"2008","Denmark","Environment","Million units of national currency","370.2",""
"2008","Denmark","Environment","Million purchasing power standards (PPS)","36.83",""
"2008","Denmark","Environment","Million purchasing power standards (PPS) at 2005 prices","33.715",""
"2008","Denmark","Exploration and exploitation of space","Million euro","33.316",""
"2008","Denmark","Exploration and exploitation of space","Euro per inhabitant","6.1",""
"2008","Denmark","Exploration and exploitation of space","Million units of national currency","248.4",""
"2008","Denmark","Exploration and exploitation of space","Million purchasing power standards (PPS)","24.713",""
